country_code_2,country_code_3,country_name,country_flag
PG,PNG,Papua New Guinea,"<svg xmlns=""http://www.w3.org/2000/svg"" width=""512"" height=""512"" viewBox=""0 0 512 512""><mask id=""a""><circle cx=""256"" cy=""256"" r=""256"" fill=""#fff""/></mask><g mask=""url(#a)""><path fill=""#333"" d=""M512 512 301.3 226.6 0 0v512z""/><path fill=""#a2001d"" d=""m0 0 512 512V0z""/><path fill=""#eee"" d=""m195 346 4.2 12.9h13.6l-11 8 4.2 12.8-11-7.9-11 7.9 4.2-12.9-11-8h13.6zm-34.6-123.7 7 21.5h22.5L171.7 257l7 21.5-18.3-13.3-18.2 13.3 6.9-21.5-18.2-13.2h22.5zm0 157.4 7 21.5h22.5l-18.2 13.2 7 21.6-18.3-13.4-18.2 13.4 6.9-21.6-18.2-13.2h22.5zm66-101.2 7 21.5H256l-18.2 13.3 6.9 21.4-18.2-13.2-18.3 13.2 7-21.4-18.3-13.3h22.5zm-132 0 7 21.5h22.5l-18.2 13.3 7 21.4-18.3-13.2-18.3 13.2 7-21.4L64.8 300h22.5z""/><path fill=""#ffda44"" d=""M430.3 189a67 67 0 0 0-42.6-19.7l48.2-37.6a89.7 89.7 0 0 0-70.3-26A67.2 67.2 0 0 0 348.5 76l-19.2 38.2a28 28 0 0 0-4.8-6.3 28 28 0 1 0-39.7 39.7 28 28 0 0 0 6.3 4.8L253 171.5a67.2 67.2 0 0 0 29.6 17.2 89.7 89.7 0 0 0 26 70.2l42.2-54.2a16.8 16.8 0 0 1 11.9-4.9c4.4 0 8.7 1.7 12 5a16.8 16.8 0 0 1 4.8 11.9c0 4.5-1.7 8.8-4.9 12l15.9 15.9a39.1 39.1 0 0 0 3.7-51.4 44.7 44.7 0 0 1 20.2 11.6 45 45 0 0 1 0 63.6l15.9 15.9a67 67 0 0 0 0-95.4z""/></g></svg>"
PH,PHL,Philippines,"<svg xmlns=""http://www.w3.org/2000/svg"" width=""512"" height=""512"" viewBox=""0 0 512 512""><mask id=""a""><circle cx=""256"" cy=""256"" r=""256"" fill=""#fff""/></mask><g mask=""url(#a)""><path fill=""#0052b4"" d=""M0 0h512v256l-265 45.2z""/><path fill=""#d80027"" d=""M210 256h302v256H0z""/><path fill=""#eee"" d=""M0 0v512l256-256z""/><path fill=""#ffda44"" d=""M175.3 256 144 241.3l16.7-30.3-34 6.5-4.3-34.3-23.6 25.2L75 183.2l-4.3 34.3-34-6.5 16.7 30.3L22.3 256l31.2 14.7L37 301l34-6.5 4.2 34.3 23.7-25.2 23.6 25.2 4.3-34.3 34 6.5-16.7-30.3zm-107-155.8 10.4 14.5 17-5.4-10.6 14.4 10.4 14.5-17-5.6L68 147l.2-17.9-17-5.6 17-5.4zm0 264.8 10.4 14.6 17-5.4-10.6 14.3 10.4 14.6-17-5.7L68 411.8l.2-17.9-17-5.6 17-5.4zm148.4-132.4L206.3 247l-17-5.4 10.5 14.4-10.4 14.6 17-5.7 10.6 14.4-.1-17.9 17-5.6-17.1-5.4z""/></g></svg>"
PK,PAK,Pakistan,"<svg xmlns=""http://www.w3.org/2000/svg"" width=""512"" height=""512"" viewBox=""0 0 512 512""><mask id=""a""><circle cx=""256"" cy=""256"" r=""256"" fill=""#fff""/></mask><g mask=""url(#a)""><path fill=""#eee"" d=""M0 0h133.6l50.2 252.5L133.6 512H0z""/><path fill=""#496e2d"" d=""M133.6 0H512v512H133.6z""/><path fill=""#eee"" d=""M365.5 298.3A72.3 72.3 0 1 1 313.7 168a89 89 0 1 0 74.6 103.2 72 72 0 0 1-22.8 27.2zM364 167l18.2 19.6 24.3-11.3-13 23.5 18.2 19.6-26.3-5.1-13 23.4-3.3-26.7-26.1-5 24.4-11.3z""/></g></svg>"
PL,POL,Poland,"<svg xmlns=""http://www.w3.org/2000/svg"" width=""512"" height=""512"" viewBox=""0 0 512 512""><mask id=""a""><circle cx=""256"" cy=""256"" r=""256"" fill=""#fff""/></mask><g mask=""url(#a)""><path fill=""#d80027"" d=""m0 256 256.4-44.3L512 256v256H0z""/><path fill=""#eee"" d=""M0 0h512v256H0z""/></g></svg>"
PM,SPM,Saint Pierre and Miquelon,"<svg xmlns=""http://www.w3.org/2000/svg"" width=""512"" height=""512"" viewBox=""0 0 512 512""><mask id=""a""><circle cx=""256"" cy=""256"" r=""256"" fill=""#fff""/></mask><g mask=""url(#a)""><path fill=""#338af3"" d=""M160 0h352v512H160l-32-256z""/><path fill=""#eee"" d=""m0 160 80-32 80 32v192l-80 32-80-32z""/><rect width=""160"" height=""160"" fill=""#d80027"" ry=""0""/><path fill=""#6da544"" d=""M160 21V0h-20L0 139v21h20z""/><path fill=""#6da544"" d=""M0 21V0h20l140 139v21h-20z""/><path fill=""#eee"" d=""M0 64h160v32H0z""/><path fill=""#eee"" d=""M64 0h32v160H64z""/><path fill=""#d80027"" d=""M0 512h160V352H0z""/><path fill=""#ffda44"" d=""M340 146v158h-40c-24 0-24-32-24-32h-96v32h20l147 32 145-32v-24h-80s0 24-24 24h-32V146z""/><path fill=""#ffda44"" d=""M356 138v32c-31-11-61 8-80-32 33 23 51-10 80 0zm-72 46s-24 24-16 72h-72s32-56 88-72zm16 104h95c-31-48 0-104 0-104h-95s-40 56 0 104zm101-24a96 96 0 0 1 4-64h63s-16 32-1 64zm-101 40h192s-8 0-16 24-16 48-56 48H276c-39 0-52-50-76-72z""/><rect width=""96"" height=""32"" x=""32"" y=""384"" fill=""#ffda44"" rx=""16"" ry=""16""/><rect width=""96"" height=""32"" x=""32"" y=""448"" fill=""#ffda44"" rx=""16"" ry=""16""/></g></svg>"
PN,PCN,Pitcairn Islands,"<svg xmlns=""http://www.w3.org/2000/svg"" width=""512"" height=""512"" viewBox=""0 0 512 512""><mask id=""a""><circle cx=""256"" cy=""256"" r=""256"" fill=""#fff""/></mask><g mask=""url(#a)""><path fill=""#0052b4"" d=""M256 0h256v512H0V256Z""/><path fill=""#acabb1"" d=""m401 156-34 11-33-11-11-28 11-28h67l-11 28Z""/><path fill=""#338af3"" d=""M289 156v122c0 60 78 78 78 78s78-18 78-78V156H289z""/><path fill=""#6da544"" d=""M296 307c20 37 71 49 71 49s52-12 71-49l-71-118-71 118z""/><path fill=""#ffda44"" d=""m445 277-78-121-78 121v1a62 62 0 0 0 7 29l71-110 71 110a62 62 0 0 0 7-29z""/><path fill=""#eee"" d=""M0 0v32l32 32L0 96v160h32l32-32 32 32h32v-83l83 83h45l-8-16 8-15v-14l-83-83h83V96l-32-32 32-32V0H96L64 32 32 0Z""/><path fill=""#d80027"" d=""M32 0v32H0v64h32v160h64V96h160V32H96V0Zm96 128 128 128v-31l-97-97z""/></g></svg>"
PR,PRI,Puerto Rico,"<svg xmlns=""http://www.w3.org/2000/svg"" width=""512"" height=""512"" viewBox=""0 0 512 512""><mask id=""a""><circle cx=""256"" cy=""256"" r=""256"" fill=""#fff""/></mask><g mask=""url(#a)""><path fill=""#eee"" d=""m27 63.3 485 39.1v102.4L477.3 259l34.7 48.2v102.4L27.4 446.9z""/><path fill=""#d80027"" d=""m0 0 51.2 102.4H512V0zm0 512h512V409.6H51.2zm180-204.8h332V204.8H180z""/><path fill=""#0052b4"" d=""M0 0v512l256-256z""/><path fill=""#eee"" d=""m103.6 189.2 16.6 51h53.6l-43.4 31.6 16.6 51-43.4-31.5-43.4 31.5 16.6-51-43.4-31.6H87z""/></g></svg>"
PS,PSE,West Bank and Gaza,"<svg xmlns=""http://www.w3.org/2000/svg"" width=""512"" height=""512"" viewBox=""0 0 512 512""><mask id=""a""><circle cx=""256"" cy=""256"" r=""256"" fill=""#fff""/></mask><g mask=""url(#a)""><path fill=""#eee"" d=""M41.3 121.9 512 167v178L43.8 391.3z""/><path fill=""#333"" d=""M0 0h512v167H111z""/><path fill=""#6da544"" d=""M111 345h401v167H0z""/><path fill=""#d80027"" d=""M0 0v512l256-256z""/></g></svg>"
PT,PRT,Portugal,"<svg xmlns=""http://www.w3.org/2000/svg"" width=""512"" height=""512"" viewBox=""0 0 512 512""><mask id=""a""><circle cx=""256"" cy=""256"" r=""256"" fill=""#fff""/></mask><g mask=""url(#a)""><path fill=""#6da544"" d=""M0 512h167l37.9-260.3L167 0H0z""/><path fill=""#d80027"" d=""M512 0H167v512h345z""/><circle cx=""167"" cy=""256"" r=""89"" fill=""#ffda44""/><path fill=""#d80027"" d=""M116.9 211.5V267a50 50 0 1 0 100.1 0v-55.6H117z""/><path fill=""#eee"" d=""M167 283.8c-9.2 0-16.7-7.5-16.7-16.7V245h33.4v22c0 9.2-7.5 16.7-16.7 16.7z""/></g></svg>"
PW,PLW,Palau,"<svg xmlns=""http://www.w3.org/2000/svg"" width=""512"" height=""512"" viewBox=""0 0 512 512""><mask id=""a""><circle cx=""256"" cy=""256"" r=""256"" fill=""#fff""/></mask><g mask=""url(#a)""><path fill=""#338af3"" d=""M0 0h512v512H0z""/><circle cx=""200.3"" cy=""256"" r=""111.3"" fill=""#ffda44""/></g></svg>"
PY,PRY,Paraguay,"<svg xmlns=""http://www.w3.org/2000/svg"" width=""512"" height=""512"" viewBox=""0 0 512 512""><mask id=""a""><circle cx=""256"" cy=""256"" r=""256"" fill=""#fff""/></mask><g mask=""url(#a)""><path fill=""#eee"" d=""m0 144.7 255.3-36.5L512 144.7v222.6L250.5 407 0 367.3z""/><path fill=""#d80027"" d=""M0 0h512v144.7H0z""/><path fill=""#0052b4"" d=""M0 367.3h512V512H0z""/><path fill=""#6da544"" d=""m319 182-23.6 23.5a55.5 55.5 0 0 1-39.4 95 55.7 55.7 0 0 1-39.3-95L193 182a89 89 0 1 0 126 0z""/><path fill=""#ffda44"" d=""m256 211.5 8.3 25.5H291l-21.7 15.8 8.3 25.5-21.7-15.8-21.7 15.8 8.3-25.5-21.7-15.8h26.8z""/></g></svg>"
QA,QAT,Qatar,"<svg xmlns=""http://www.w3.org/2000/svg"" width=""512"" height=""512"" viewBox=""0 0 512 512""><mask id=""a""><circle cx=""256"" cy=""256"" r=""256"" fill=""#fff""/></mask><g mask=""url(#a)""><path fill=""#eee"" d=""M0 0h173l61 255.8L173.4 512H0z""/><path fill=""#751a46"" d=""m173 0-72.7 30.8L176 63l-75.7 32.2 75.7 32.1-75.7 32.2 75.7 32.1-75.7 32.1 75.7 32.2-75.7 32.2 75.7 32.1-75.7 32.2 75.7 32.1-75.7 32.2 75.7 32.1-75.7 32.2 73.1 31H512V0z""/></g></svg>"
RE,REU,Réunion,"<svg xmlns=""http://www.w3.org/2000/svg"" width=""512"" height=""512"" viewBox=""0 0 512 512""><mask id=""a""><circle cx=""256"" cy=""256"" r=""256"" fill=""#fff""/></mask><g mask=""url(#a)""><path fill=""#0052b4"" d=""M64 0 0 64v160l32 32-32 32v224l256-32 256 32V288l-32-32 32-32V64L448 0H288l-32 32-32-32H64z""/><path fill=""#d80027"" d=""M256 256 0 512h512z""/><path fill=""#ffda44"" d=""M0 224v64l512-64v64z""/><path fill=""#ffda44"" d=""M256 256 0 64V0h64zm0 0L448 0h64v64zm0 0L224 0h64z""/></g></svg>"
RO,ROU,Romania,"<svg xmlns=""http://www.w3.org/2000/svg"" width=""512"" height=""512"" viewBox=""0 0 512 512""><mask id=""a""><circle cx=""256"" cy=""256"" r=""256"" fill=""#fff""/></mask><g mask=""url(#a)""><path fill=""#ffda44"" d=""M167 0h178l25.9 252.3L345 512H167l-29.8-253.4z""/><path fill=""#0052b4"" d=""M0 0h167v512H0z""/><path fill=""#d80027"" d=""M345 0h167v512H345z""/></g></svg>"
RS,SRB,Serbia,"<svg xmlns=""http://www.w3.org/2000/svg"" width=""512"" height=""512"" viewBox=""0 0 512 512""><mask id=""a""><circle cx=""256"" cy=""256"" r=""256"" fill=""#fff""/></mask><g mask=""url(#a)""><path fill=""#0052b4"" d=""m0 167 253.8-19.3L512 167v178l-254.9 32.3L0 345z""/><path fill=""#d80027"" d=""M0 0h512v167H0z""/><path fill=""#eee"" d=""M0 345h512v167H0z""/><path fill=""#d80027"" d=""M66.2 144.7v127.7c0 72.6 94.9 95 94.9 95s94.9-22.4 94.9-95V144.7z""/><path fill=""#ffda44"" d=""M105.4 167h111.4v-44.6l-22.3 11.2-33.4-33.4-33.4 33.4-22.3-11.2zm128.3 123.2-72.3-72.4L89 290.2l23.7 23.6 48.7-48.7 48.7 48.7z""/><path fill=""#eee"" d=""M233.7 222.6H200a22.1 22.1 0 0 0 3-11.1 22.3 22.3 0 0 0-42-10.5 22.3 22.3 0 0 0-41.9 10.5 22.1 22.1 0 0 0 3 11.1H89a23 23 0 0 0 23 22.3h-.7c0 12.3 10 22.2 22.3 22.2 0 11 7.8 20 18.1 21.9l-17.5 39.6a72.1 72.1 0 0 0 27.2 5.3 72.1 72.1 0 0 0 27.2-5.3L171.1 289c10.3-2 18.1-11 18.1-21.9 12.3 0 22.3-10 22.3-22.2h-.8a23 23 0 0 0 23-22.3z""/></g></svg>"
RU,RUS,Russian Federation,"<svg xmlns=""http://www.w3.org/2000/svg"" width=""512"" height=""512"" viewBox=""0 0 512 512""><mask id=""a""><circle cx=""256"" cy=""256"" r=""256"" fill=""#fff""/></mask><g mask=""url(#a)""><path fill=""#0052b4"" d=""m0 167 253.8-19.3L512 167v178l-254.9 32.3L0 345z""/><path fill=""#eee"" d=""M0 0h512v167H0z""/><path fill=""#d80027"" d=""M0 345h512v167H0z""/></g></svg>"
RW,RWA,Rwanda,"<svg xmlns=""http://www.w3.org/2000/svg"" width=""512"" height=""512"" viewBox=""0 0 512 512""><mask id=""a""><circle cx=""256"" cy=""256"" r=""256"" fill=""#fff""/></mask><g mask=""url(#a)""><path fill=""#496e2d"" d=""m0 378.5 254.1-22.1L512 378.5V512H0z""/><path fill=""#ffda44"" d=""m0 256.1 255-30.3 257 30.3v122.4H0z""/><path fill=""#338af3"" d=""M0 0h512v256H0z""/><path fill=""#ffda44"" d=""m289.4 150 31.3 14.6L304 195l34-6.5 4.3 34.3 23.6-25.2 23.7 25.2 4.3-34.3 34 6.5-16.7-30.3 31.2-14.7-31.2-14.7 16.6-30.3-34 6.5-4.2-34.3-23.7 25.3-23.6-25.3-4.3 34.3-34-6.5 16.7 30.3z""/></g></svg>"
SA,SAU,Saudi Arabia,"<svg xmlns=""http://www.w3.org/2000/svg"" width=""512"" height=""512"" viewBox=""0 0 512 512""><mask id=""a""><circle cx=""256"" cy=""256"" r=""256"" fill=""#fff""/></mask><g mask=""url(#a)""><path fill=""#496e2d"" d=""M0 0h512v512H0z""/><g fill=""#eee""><path d=""M144.7 306c0 18.5 15 33.5 33.4 33.5h100.2a27.8 27.8 0 0 0 27.8 27.8h33.4a27.8 27.8 0 0 0 27.8-27.8V306zm225.4-161.3v78c0 12.2-10 22.2-22.3 22.2v33.4c30.7 0 55.7-25 55.7-55.7v-77.9H370zm-239.3 78c0 12.2-10 22.2-22.3 22.2v33.4c30.7 0 55.7-25 55.7-55.7v-77.9h-33.4z""/><path d=""M320 144.7h33.4v78H320zm-50 44.5a5.6 5.6 0 0 1-11.2 0v-44.5h-33.4v44.5a5.6 5.6 0 0 1-11.1 0v-44.5h-33.4v44.5a39 39 0 0 0 39 39 38.7 38.7 0 0 0 22.2-7 38.7 38.7 0 0 0 22.2 7c1.7 0 3.4-.1 5-.3a22.3 22.3 0 0 1-21.6 17v33.4c30.6 0 55.6-25 55.6-55.7v-77.9H270z""/><path d=""M180.9 244.9h50v33.4h-50z""/></g></g></svg>"
SB,SLB,Solomon Islands,"<svg xmlns=""http://www.w3.org/2000/svg"" width=""512"" height=""512"" viewBox=""0 0 512 512""><mask id=""a""><circle cx=""256"" cy=""256"" r=""256"" fill=""#fff""/></mask><g mask=""url(#a)""><path fill=""#496e2d"" d=""M512 512V23.6L256 255.9 23.6 512z""/><path fill=""#0052b4"" d=""M0 0h488.4L256 256 0 488.4z""/><path fill=""#ffda44"" d=""M488.4 0 0 488.4V512h23.6L512 23.6V0z""/><path fill=""#eee"" d=""m107.8 89 5.5 17h18l-14.6 10.5 5.5 17L108 123l-14.5 10.6 5.5-17L84.4 106h17.8zm91.3 0 5.5 17h18L208 116.4l5.6 17L199 123l-14.5 10.6 5.6-17-14.5-10.6h18zm-91.3 89 5.5 17h18l-14.6 10.5 5.5 17-14.4-10.5-14.5 10.5 5.5-17L84.4 195h17.8zm91.3 0 5.5 17h18L208 205.5l5.6 17-14.5-10.5-14.5 10.5 5.6-17-14.5-10.5h18zm-45.7-44.5 5.6 17h17.8L162.4 161l5.5 17-14.5-10.5L139 178l5.5-17-14.5-10.5h18z""/></g></svg>"
SC,SYC,Seychelles,"<svg xmlns=""http://www.w3.org/2000/svg"" width=""512"" height=""512"" viewBox=""0 0 512 512""><mask id=""a""><circle cx=""256"" cy=""256"" r=""256"" fill=""#fff""/></mask><g mask=""url(#a)""><path fill=""#0052b4"" d=""M0 0v332l150.9-138.5L225.2 0z""/><path fill=""#ffda44"" d=""M273.1 253.3 512 0H225.2L0 332v80.2z""/><path fill=""#d80027"" d=""M512 0 0 412.2v50.4L277.9 390 512 256z""/><path fill=""#eee"" d=""M0 462.6 512 256v133.5l-223.9 78.8L0 488.4z""/><path fill=""#6da544"" d=""m512 389.5-512 99V512h512z""/></g></svg>"
SD,SDN,Sudan,"<svg xmlns=""http://www.w3.org/2000/svg"" width=""512"" height=""512"" viewBox=""0 0 512 512""><mask id=""a""><circle cx=""256"" cy=""256"" r=""256"" fill=""#fff""/></mask><g mask=""url(#a)""><path fill=""#eee"" d=""M43.6 109.4 512 144.7v222.6L43.8 397.2z""/><path fill=""#d80027"" d=""M0 0h512v144.7H111z""/><path fill=""#333"" d=""M111 367.3h401V512H0z""/><path fill=""#496e2d"" d=""M0 0v512l256-256z""/></g></svg>"
SE,SWE,Sweden,"<svg xmlns=""http://www.w3.org/2000/svg"" width=""512"" height=""512"" viewBox=""0 0 512 512""><mask id=""a""><circle cx=""256"" cy=""256"" r=""256"" fill=""#fff""/></mask><g mask=""url(#a)""><path fill=""#0052b4"" d=""M0 0h133.6l35.3 16.7L200.3 0H512v222.6l-22.6 31.7 22.6 35.1V512H200.3l-32-19.8-34.7 19.8H0V289.4l22.1-33.3L0 222.6z""/><path fill=""#ffda44"" d=""M133.6 0v222.6H0v66.8h133.6V512h66.7V289.4H512v-66.8H200.3V0z""/></g></svg>"
SG,SGP,Singapore,"<svg xmlns=""http://www.w3.org/2000/svg"" width=""512"" height=""512"" viewBox=""0 0 512 512""><mask id=""a""><circle cx=""256"" cy=""256"" r=""256"" fill=""#fff""/></mask><g mask=""url(#a)""><path fill=""#eee"" d=""m0 256 257.7-51L512 256v256H0z""/><path fill=""#d80027"" d=""M0 0h512v256H0z""/><g fill=""#eee""><path d=""M155.8 133.6A78 78 0 0 1 217 57.5a78.2 78.2 0 0 0-16.7-1.8 78 78 0 1 0 16.7 154 78 78 0 0 1-61.2-76.1zM256 61.2l5.5 17h18l-14.6 10.5 5.6 17L256 95.2l-14.5 10.5 5.6-17-14.5-10.5h17.9z""/><path d=""m212.6 94.6 5.6 17H236l-14.4 10.5 5.5 17-14.5-10.5-14.4 10.5 5.5-17-14.5-10.5h17.9zm86.8 0 5.5 17h17.9l-14.5 10.5 5.5 17-14.4-10.5-14.5 10.5 5.5-17-14.4-10.5h17.8zm-16.7 50.1 5.5 17h17.9l-14.5 10.5 5.5 17-14.4-10.5-14.5 10.5 5.5-17-14.4-10.5h17.9zm-53.4 0 5.5 17h18l-14.5 10.5 5.5 17-14.5-10.5-14.4 10.5 5.5-17-14.5-10.5h17.9z""/></g></g></svg>"
SI,SVN,Slovenia,"<svg xmlns=""http://www.w3.org/2000/svg"" width=""512"" height=""512"" viewBox=""0 0 512 512""><mask id=""a""><circle cx=""256"" cy=""256"" r=""256"" fill=""#fff""/></mask><g mask=""url(#a)""><path fill=""#0052b4"" d=""m0 167 253.8-19.3L512 167v178l-254.9 32.3L0 345z""/><path fill=""#eee"" d=""M0 0h512v167H0z""/><path fill=""#d80027"" d=""M0 345h512v167H0z""/><path fill=""#0052b4"" d=""M222.7 167v-66.8H89V167l67 82.6z""/><path fill=""#eee"" d=""M89 167v22.2c0 51.1 66.8 66.8 66.8 66.8s66.8-15.7 66.8-66.8V167l-22.3 22.2-44.5-33.4-44.5 33.4z""/></g></svg>"
SK,SVK,Slovak Republic,"<svg xmlns=""http://www.w3.org/2000/svg"" width=""512"" height=""512"" viewBox=""0 0 512 512""><mask id=""a""><circle cx=""256"" cy=""256"" r=""256"" fill=""#fff""/></mask><g mask=""url(#a)""><path fill=""#0052b4"" d=""m0 160 256-32 256 32v192l-256 32L0 352z""/><path fill=""#eee"" d=""M0 0h512v160H0z""/><path fill=""#d80027"" d=""M0 352h512v160H0z""/><path fill=""#eee"" d=""M64 63v217c0 104 144 137 144 137s144-33 144-137V63z""/><path fill=""#d80027"" d=""M96 95v185a83 78 0 0 0 9 34h206a83 77 0 0 0 9-34V95z""/><path fill=""#eee"" d=""M288 224h-64v-32h32v-32h-32v-32h-32v32h-32v32h32v32h-64v32h64v32h32v-32h64z""/><path fill=""#0052b4"" d=""M152 359a247 231 0 0 0 56 24c12-3 34-11 56-24a123 115 0 0 0 47-45 60 56 0 0 0-34-10l-14 2a60 56 0 0 0-110 0 60 56 0 0 0-14-2c-12 0-24 4-34 10a123 115 0 0 0 47 45z""/></g></svg>"
SL,SLE,Sierra Leone,"<svg xmlns=""http://www.w3.org/2000/svg"" width=""512"" height=""512"" viewBox=""0 0 512 512""><mask id=""a""><circle cx=""256"" cy=""256"" r=""256"" fill=""#fff""/></mask><g mask=""url(#a)""><path fill=""#eee"" d=""m0 167 253.8-19.3L512 167v178l-254.9 32.3L0 345z""/><path fill=""#6da544"" d=""M0 0h512v167H0z""/><path fill=""#338af3"" d=""M0 345h512v167H0z""/></g></svg>"
SM,SMR,San Marino,"<svg xmlns=""http://www.w3.org/2000/svg"" width=""512"" height=""512"" viewBox=""0 0 512 512""><mask id=""a""><circle cx=""256"" cy=""256"" r=""256"" fill=""#fff""/></mask><g mask=""url(#a)""><path fill=""#338af3"" d=""m0 256 256-52.3L512 256v256H0z""/><path fill=""#eee"" d=""M0 0h512v256H0z""/><path fill=""#6da544"" d=""M357.6 176.6 256 278.3 154.4 176.6a121.7 121.7 0 0 0-20.8 68.3v33.4c0 53.6 34.6 99.2 82.7 115.8a37 37 0 0 0 4 40l36.4-29.2 36.4 29.2a37 37 0 0 0 3.9-40.5 122.6 122.6 0 0 0 81.4-115.3v-33.4c0-25.3-7.6-48.7-20.8-68.3z""/><path fill=""#ffda44"" d=""M256 367.3c-49.1 0-89-40-89-89v-33.4a89.1 89.1 0 0 1 178 0v33.4c0 49-39.9 89-89 89z""/><path fill=""#338af3"" d=""M311.7 278.3v-33.4a55.7 55.7 0 0 0-111.4 0v33.4l55.7 11z""/><path fill=""#6da544"" d=""M200.3 278.3a55.7 55.7 0 0 0 111.4 0z""/><path fill=""#ffda44"" d=""M322.8 155.8A33.4 33.4 0 0 0 267 131v-19.6h11.2V89H267V78h-22v11h-11.2v22.3H245v19.6a33.4 33.4 0 0 0-44.5 49.8v19.6h111.3v-19.6c6.8-6.1 11-15 11-24.9z""/></g></svg>"
SN,SEN,Senegal,"<svg xmlns=""http://www.w3.org/2000/svg"" width=""512"" height=""512"" viewBox=""0 0 512 512""><mask id=""a""><circle cx=""256"" cy=""256"" r=""256"" fill=""#fff""/></mask><g mask=""url(#a)""><path fill=""#ffda44"" d=""M144.8 0h222.4l32 260-32 252H144.8l-32.1-256z""/><path fill=""#496e2d"" d=""M0 0h144.8v512H0z""/><path fill=""#d80027"" d=""M367.2 0H512v512H367.2z""/><path fill=""#496e2d"" d=""m256.1 167 22.1 68h71.5L292 277l22 68-57.8-42-57.9 42 22.1-68-57.8-42H234z""/></g></svg>"
SO,SOM,Somalia,"<svg xmlns=""http://www.w3.org/2000/svg"" width=""512"" height=""512"" viewBox=""0 0 512 512""><mask id=""a""><circle cx=""256"" cy=""256"" r=""256"" fill=""#fff""/></mask><g mask=""url(#a)""><path fill=""#338af3"" d=""M0 0h512v512H0z""/><path fill=""#eee"" d=""m256 133.6 27.6 85H373L300.7 271l27.6 85-72.3-52.5-72.3 52.6 27.6-85-72.3-52.6h89.4z""/></g></svg>"
SR,SUR,Suriname,"<svg xmlns=""http://www.w3.org/2000/svg"" width=""512"" height=""512"" viewBox=""0 0 512 512""><mask id=""a""><circle cx=""256"" cy=""256"" r=""256"" fill=""#fff""/></mask><g mask=""url(#a)""><path fill=""#6da544"" d=""M0 0h512v111.3l-85.3 143.1L512 400.7V512H0V400.7l87-149L0 111.3z""/><path fill=""#eee"" d=""M0 111.3h512V167l-41 84.7 41 93.3v55.7H0V345l44.2-86.6L0 167z""/><path fill=""#a2001d"" d=""M0 167h512v178H0z""/><path fill=""#ffda44"" d=""m256 167 22.1 68h71.5l-57.8 42 22 68-57.8-42-57.9 42 22.1-68-57.8-42h71.5z""/></g></svg>"
SS,SSD,South Sudan,"<svg xmlns=""http://www.w3.org/2000/svg"" width=""512"" height=""512"" viewBox=""0 0 512 512""><mask id=""a""><circle cx=""256"" cy=""256"" r=""256"" fill=""#fff""/></mask><g mask=""url(#a)""><path fill=""#eee"" d=""M74.1 115 512 156.9v31.5l-42.4 70.3 42.4 64.2v31.5L74.1 386.8z""/><path fill=""#333"" d=""M0 0h512v156.8H50z""/><path fill=""#a2001d"" d=""M150.6 188.3H512v134.5H150.6z""/><path fill=""#496e2d"" d=""M50 354.3h462V512H0z""/><path fill=""#0052b4"" d=""M0 0v512l256-256z""/><path fill=""#ffda44"" d=""m83.4 192.4 31.2 43.6 51.2-16.3-31.9 43.2 31.3 43.6-51-16.9-31.7 43.2.3-53.7L32 262.2 83 246z""/></g></svg>"
ST,STP,Sao Tome and Principe,"<svg xmlns=""http://www.w3.org/2000/svg"" width=""512"" height=""512"" viewBox=""0 0 512 512""><mask id=""a""><circle cx=""256"" cy=""256"" r=""256"" fill=""#fff""/></mask><g mask=""url(#a)""><path fill=""#6da544"" d=""M0 0h512v167l-52.6 83.8L512 345v167H0l72-264.3z""/><path fill=""#ffda44"" d=""M114.9 166.9H512v178H114.9z""/><path fill=""#d80027"" d=""M0 0v512l256-256z""/><path fill=""#333"" d=""m325 211.5 11.1 34H372l-29 21 11.1 34-29-21-28.9 21 11-34-28.8-21H314zm111.4 0 11 34h35.8l-29 21 11.1 34-29-21-28.9 21 11.1-34-29-21h35.8z""/></g></svg>"
SV,SLV,El Salvador,"<svg xmlns=""http://www.w3.org/2000/svg"" width=""512"" height=""512"" viewBox=""0 0 512 512""><mask id=""a""><circle cx=""256"" cy=""256"" r=""256"" fill=""#fff""/></mask><g mask=""url(#a)""><path fill=""#0052b4"" d=""M0 0h512v144.7l-40.5 112.6 40.5 110V512H0V367.3l42.2-114L0 144.7z""/><path fill=""#eee"" d=""M0 144.7h512v222.6H0z""/><path fill=""#ffda44"" d=""m204.6 267.1 51.4-89 51.4 89z""/><path fill=""#6da544"" d=""M322.8 296.5 256 330l-66.8-33.4V252h133.6z""/><path fill=""#ffda44"" d=""m319 182-23.6 23.5a55.5 55.5 0 0 1-39.4 95 55.7 55.7 0 0 1-39.3-95L193 182a89 89 0 1 0 126 0z""/></g></svg>"
