country_code_2,country_code_3,country_name,country_flag
ES,ESP,Spain,"<svg xmlns=""http://www.w3.org/2000/svg"" width=""512"" height=""512"" viewBox=""0 0 512 512""><mask id=""a""><circle cx=""256"" cy=""256"" r=""256"" fill=""#fff""/></mask><g mask=""url(#a)""><path fill=""#ffda44"" d=""m0 128 256-32 256 32v256l-256 32L0 384Z""/><path fill=""#d80027"" d=""M0 0h512v128H0zm0 384h512v128H0z""/><g fill=""#eee""><path d=""M144 304h-16v-80h16zm128 0h16v-80h-16z""/><ellipse cx=""208"" cy=""296"" rx=""48"" ry=""32""/></g><g fill=""#d80027""><rect width=""16"" height=""24"" x=""128"" y=""192"" rx=""8""/><rect width=""16"" height=""24"" x=""272"" y=""192"" rx=""8""/><path d=""M208 272v24a24 24 0 0 0 24 24 24 24 0 0 0 24-24v-24h-24z""/></g><rect width=""32"" height=""16"" x=""120"" y=""208"" fill=""#ff9811"" ry=""8""/><rect width=""32"" height=""16"" x=""264"" y=""208"" fill=""#ff9811"" ry=""8""/><rect width=""32"" height=""16"" x=""120"" y=""304"" fill=""#ff9811"" rx=""8""/><rect width=""32"" height=""16"" x=""264"" y=""304"" fill=""#ff9811"" rx=""8""/><path fill=""#ff9811"" d=""M160 272v24c0 8 4 14 9 19l5-6 5 10a21 21 0 0 0 10 0l5-10 5 6c6-5 9-11 9-19v-24h-9l-5 8-5-8h-10l-5 8-5-8z""/><path d=""M122 252h172m-172 24h28m116 0h28""/><path fill=""#d80027"" d=""M122 248a4 4 0 0 0-4 4 4 4 0 0 0 4 4h172a4 4 0 0 0 4-4 4 4 0 0 0-4-4zm0 24a4 4 0 0 0-4 4 4 4 0 0 0 4 4h28a4 4 0 0 0 4-4 4 4 0 0 0-4-4zm144 0a4 4 0 0 0-4 4 4 4 0 0 0 4 4h28a4 4 0 0 0 4-4 4 4 0 0 0-4-4z""/><path fill=""#eee"" d=""M196 168c-7 0-13 5-15 11l-5-1c-9 0-16 7-16 16s7 16 16 16c7 0 13-4 15-11a16 16 0 0 0 17-4 16 16 0 0 0 17 4 16 16 0 1 0 10-20 16 16 0 0 0-27-5c-3-4-7-6-12-6zm0 8c5 0 8 4 8 8 0 5-3 8-8 8-4 0-8-3-8-8 0-4 4-8 8-8zm24 0c5 0 8 4 8 8 0 5-3 8-8 8-4 0-8-3-8-8 0-4 4-8 8-8zm-44 10 4 1 4 8c0 4-4 7-8 7s-8-3-8-8c0-4 4-8 8-8zm64 0c5 0 8 4 8 8 0 5-3 8-8 8-4 0-8-3-8-7l4-8z""/><path fill=""none"" d=""M220 284v12c0 7 5 12 12 12s12-5 12-12v-12z""/><path fill=""#ff9811"" d=""M200 160h16v32h-16z""/><path fill=""#eee"" d=""M208 224h48v48h-48z""/><path fill=""#d80027"" d=""m248 208-8 8h-64l-8-8c0-13 18-24 40-24s40 11 40 24zm-88 16h48v48h-48z""/><rect width=""20"" height=""32"" x=""222"" y=""232"" fill=""#d80027"" rx=""10"" ry=""10""/><path fill=""#ff9811"" d=""M168 232v8h8v16h-8v8h32v-8h-8v-16h8v-8zm8-16h64v8h-64z""/><g fill=""#ffda44""><circle cx=""186"" cy=""202"" r=""6""/><circle cx=""208"" cy=""202"" r=""6""/><circle cx=""230"" cy=""202"" r=""6""/></g><path fill=""#d80027"" d=""M169 272v43a24 24 0 0 0 10 4v-47h-10zm20 0v47a24 24 0 0 0 10-4v-43h-10z""/><g fill=""#338af3""><circle cx=""208"" cy=""272"" r=""16""/><rect width=""32"" height=""16"" x=""264"" y=""320"" ry=""8""/><rect width=""32"" height=""16"" x=""120"" y=""320"" ry=""8""/></g></g></svg>"
ET,ETH,Ethiopia,"<svg xmlns=""http://www.w3.org/2000/svg"" width=""512"" height=""512"" viewBox=""0 0 512 512""><mask id=""a""><circle cx=""256"" cy=""256"" r=""256"" fill=""#fff""/></mask><g mask=""url(#a)""><path fill=""#d80027"" d=""m0 345 255.7-31L512 345v167H0z""/><path fill=""#ffda44"" d=""m0 167 258-40.7L512 167v178H0z""/><path fill=""#6da544"" d=""M0 0h512v167H0z""/><circle cx=""256"" cy=""256"" r=""122.4"" fill=""#0052b4""/><g fill=""#ffda44""><path d=""m256 161.2 22 68h71.7l-58 42 22.3 68.3-58-42.3-58 42.2 22.2-68.1-58-42H234z""/><path d=""m344.1 273-70-22.9 43.2-59.6-18-13L256 237l-43.3-59.7-18 13.1 43.3 59.7-70.1 22.7 6.9 21.2 70-22.8V345h22.3v-73.7l70.1 22.8z""/></g></g></svg>"
EU,EUR,European Union,"<svg xmlns=""http://www.w3.org/2000/svg"" width=""512"" height=""512"" viewBox=""0 0 512 512""><mask id=""a""><circle cx=""256"" cy=""256"" r=""256"" fill=""#fff""/></mask><g mask=""url(#a)""><path fill=""#0052b4"" d=""M0 0h512v512H0z""/><path fill=""#ffda44"" d=""m256 100.2 8.3 25.5H291l-21.7 15.7 8.3 25.6-21.7-15.8-21.7 15.8 8.3-25.6-21.7-15.7h26.8zm-110.2 45.6 24 12.2 18.9-19-4.2 26.5 23.9 12.2-26.5 4.2-4.2 26.5-12.2-24-26.5 4.3 19-19zM100.2 256l25.5-8.3V221l15.7 21.7 25.6-8.3-15.8 21.7 15.8 21.7-25.6-8.3-15.7 21.7v-26.8zm45.6 110.2 12.2-24-19-18.9 26.5 4.2 12.2-23.9 4.2 26.5 26.5 4.2-24 12.2 4.3 26.5-19-19zM256 411.8l-8.3-25.5H221l21.7-15.7-8.3-25.6 21.7 15.8 21.7-15.8-8.3 25.6 21.7 15.7h-26.8zm110.2-45.6-24-12.2-18.9 19 4.2-26.5-23.9-12.2 26.5-4.2 4.2-26.5 12.2 24 26.5-4.3-19 19zM411.8 256l-25.5 8.3V291l-15.7-21.7-25.6 8.3 15.8-21.7-15.8-21.7 25.6 8.3 15.7-21.7v26.8zm-45.6-110.2-12.2 24 19 18.9-26.5-4.2-12.2 23.9-4.2-26.5-26.5-4.2 24-12.2-4.3-26.5 19 19z""/></g></svg>"
FI,FIN,Finland,"<svg xmlns=""http://www.w3.org/2000/svg"" width=""512"" height=""512"" viewBox=""0 0 512 512""><mask id=""a""><circle cx=""256"" cy=""256"" r=""256"" fill=""#fff""/></mask><g mask=""url(#a)""><path fill=""#eee"" d=""M0 0h133.6l35.3 16.7L200.3 0H512v222.6l-22.6 31.7 22.6 35.1V512H200.3l-32-19.8-34.7 19.8H0V289.4l22.1-33.3L0 222.6z""/><path fill=""#0052b4"" d=""M133.6 0v222.6H0v66.8h133.6V512h66.7V289.4H512v-66.8H200.3V0h-66.7z""/></g></svg>"
FJ,FJI,Fiji,"<svg xmlns=""http://www.w3.org/2000/svg"" width=""512"" height=""512"" viewBox=""0 0 512 512""><mask id=""a""><circle cx=""256"" cy=""256"" r=""256"" fill=""#fff""/></mask><g mask=""url(#a)""><path fill=""#338af3"" d=""M256 0h256v512H0V256Z""/><path fill=""#eee"" d=""M0 0v32l32 32L0 96v160h32l32-32 32 32h32l42-16 41 16h45l-8-16 8-15v-14l-16-42 16-41V96l-32-32 32-32V0H96L64 32 32 0Z""/><path fill=""#0052b4"" d=""M128 256v-83l83 83zm128-45-83-83h83z""/><path fill=""#eee"" d=""m367.3 144.7-78 22.3h.1v66.7l9.2 11-9.2 11.3c0 45.5 45.3 67 66.8 74.6l11.5-8.8 10.7 8.8c21.5-7.7 66.8-29.1 66.8-74.6l-8-11 8-11.3V167Z""/><path fill=""#d80027"" d=""M32 0v32H0v64h32v160h64V96h160V32H96V0Zm96 128 128 128v-31l-97-97zm317.2 39v-33.4H289.4V167h66.8v66.7h-66.8V256h66.8v74.6a111 111 0 0 0 11.1 3.4s4.4-1 11.1-3.4V256h66.8v-22.3h-66.8V167Z""/></g></svg>"
FK,FLK,Falkland Islands (Malvinas),"<svg xmlns=""http://www.w3.org/2000/svg"" width=""512"" height=""512"" viewBox=""0 0 512 512""><mask id=""a""><circle cx=""256"" cy=""256"" r=""256"" fill=""#fff""/></mask><g mask=""url(#a)""><path fill=""#0052b4"" d=""M256 0h256v512H0V256Z""/><path fill=""#eee"" d=""M0 0v32l32 32L0 96v160h32l32-32 32 32h32v-83l83 83h45l-8-16 8-15v-14l-83-83h83V96l-32-32 32-32V0H96L64 32 32 0Z""/><path fill=""#d80027"" d=""M32 0v32H0v64h32v160h64V96h160V32H96V0Zm96 128 128 128v-31l-97-97z""/><path fill=""#ffda44"" d=""M411.8 300.5v11.2h-89v-11.2h-33.4V345h22.3v11.2H423V345h22.2v-44.5z""/><path fill=""#338af3"" d=""M289.4 133.6V256c0 59.6 77.9 78 77.9 78s78-18.4 78-78V133.6h-156z""/><path fill=""#eee"" d=""M367.3 224.9c-19.5 0-19.5 17.8-39 17.8s-19.4-17.8-39-17.8V256c19.6 0 19.6 17.8 39 17.8s19.5-17.8 39-17.8 19.5 17.8 39 17.8 19.4-17.8 39-17.8v-31.2c-19.6 0-19.6 17.8-39 17.8-19.5 0-19.5-17.8-39-17.8zm0-62.4c-19.5 0-19.5 17.8-39 17.8s-19.4-17.8-39-17.8v31.2c19.6 0 19.6 17.8 39 17.8s19.5-17.8 39-17.8 19.5 17.8 39 17.8 19.4-17.8 39-17.8v-31.2c-19.6 0-19.6 17.8-39 17.8-19.5 0-19.5-17.8-39-17.8z""/></g></svg>"
FM,FSM,Micronesia (Federated States),"<svg xmlns=""http://www.w3.org/2000/svg"" width=""512"" height=""512"" viewBox=""0 0 512 512""><mask id=""a""><circle cx=""256"" cy=""256"" r=""256"" fill=""#fff""/></mask><g mask=""url(#a)""><path fill=""#338af3"" d=""M0 0h512v512H0z""/><path fill=""#eee"" d=""m256 111.3 11 34h35.8l-29 21 11.1 34-28.9-21-29 21 11.1-34-29-21H245zM111.3 256l34-11v-35.8l21 29 34-11.1-21 28.9 21 29-34-11.1-21 29V267zM256 400.7l-11-34h-35.8l29-21-11.1-34 28.9 21 29-21-11.1 34 29 21H267zM400.7 256l-34 11v35.8l-21-29-34 11.1 21-28.9-21-29 34 11.1 21-29V245z""/></g></svg>"
FO,FRO,Faroe Islands,"<svg xmlns=""http://www.w3.org/2000/svg"" width=""512"" height=""512"" viewBox=""0 0 512 512""><mask id=""a""><circle cx=""256"" cy=""256"" r=""256"" fill=""#fff""/></mask><g mask=""url(#a)""><path fill=""#eee"" d=""M0 0h100.2l66.1 53.5L233.7 0H512v189.3L466.3 257l45.7 65.8V512H233.7l-68-50.7-65.5 50.7H0V322.8l51.4-68.5-51.4-65z""/><path fill=""#0052b4"" d=""M100.2 0v189.3H0v33.4l24.6 33L0 289.5v33.4h100.2V512h33.4l30.6-26.3 36.1 26.3h33.4V322.8H512v-33.4l-24.6-33.7 24.6-33v-33.4H233.7V0h-33.4l-33.8 25.3L133.6 0z""/><path fill=""#d80027"" d=""M133.6 0v222.7H0v66.7h133.6V512h66.7V289.4H512v-66.7H200.3V0h-66.7z""/></g></svg>"
FR,FRA,France,"<svg xmlns=""http://www.w3.org/2000/svg"" width=""512"" height=""512"" viewBox=""0 0 512 512""><mask id=""a""><circle cx=""256"" cy=""256"" r=""256"" fill=""#fff""/></mask><g mask=""url(#a)""><path fill=""#eee"" d=""M167 0h178l25.9 252.3L345 512H167l-29.8-253.4z""/><path fill=""#0052b4"" d=""M0 0h167v512H0z""/><path fill=""#d80027"" d=""M345 0h167v512H345z""/></g></svg>"
GA,GAB,Gabon,"<svg xmlns=""http://www.w3.org/2000/svg"" width=""512"" height=""512"" viewBox=""0 0 512 512""><mask id=""a""><circle cx=""256"" cy=""256"" r=""256"" fill=""#fff""/></mask><g mask=""url(#a)""><path fill=""#ffda44"" d=""m0 167 253.8-19.3L512 167v178l-254.9 32.3L0 345z""/><path fill=""#6da544"" d=""M0 0h512v167H0z""/><path fill=""#0052b4"" d=""M0 345h512v167H0z""/></g></svg>"
GB,GBR,United Kingdom,"<svg xmlns=""http://www.w3.org/2000/svg"" width=""512"" height=""512"" viewBox=""0 0 512 512""><mask id=""a""><circle cx=""256"" cy=""256"" r=""256"" fill=""#fff""/></mask><g mask=""url(#a)""><path fill=""#eee"" d=""m0 0 8 22-8 23v23l32 54-32 54v32l32 48-32 48v32l32 54-32 54v68l22-8 23 8h23l54-32 54 32h32l48-32 48 32h32l54-32 54 32h68l-8-22 8-23v-23l-32-54 32-54v-32l-32-48 32-48v-32l-32-54 32-54V0l-22 8-23-8h-23l-54 32-54-32h-32l-48 32-48-32h-32l-54 32L68 0H0z""/><path fill=""#0052b4"" d=""M336 0v108L444 0Zm176 68L404 176h108zM0 176h108L0 68ZM68 0l108 108V0Zm108 512V404L68 512ZM0 444l108-108H0Zm512-108H404l108 108Zm-68 176L336 404v108z""/><path fill=""#d80027"" d=""M0 0v45l131 131h45L0 0zm208 0v208H0v96h208v208h96V304h208v-96H304V0h-96zm259 0L336 131v45L512 0h-45zM176 336 0 512h45l131-131v-45zm160 0 176 176v-45L381 336h-45z""/></g></svg>"
GD,GRD,Grenada,"<svg xmlns=""http://www.w3.org/2000/svg"" width=""512"" height=""512"" viewBox=""0 0 512 512""><mask id=""a""><circle cx=""256"" cy=""256"" r=""256"" fill=""#fff""/></mask><g mask=""url(#a)""><path fill=""#ffda44"" d=""M23.6 23.7h464.8v464.7H23.6z""/><path fill=""#496e2d"" d=""M0 75.1 38 38l436.3 436.4 37.7-37.5V75l-39.6-35.5L40.2 471.8 0 436.8z""/><circle cx=""256"" cy=""256.1"" r=""89"" fill=""#a2001d""/><path fill=""#ffda44"" d=""m256 167 20 61.5h64.6l-52.3 38 20 61.3-52.3-38-52.3 38 20-61.3-52.3-38H236zM256 .2z""/><path fill=""#a2001d"" d=""M0 0h512v75.1H0zm0 436.8h512v75.1H0z""/><path fill=""#ffda44"" d=""m256 28 4.1 12.7h13.5l-10.9 8 4.2 12.6-10.9-7.9-10.8 8 4.1-12.8-10.9-8H252zm-62 0 4 12.7h13.5l-10.9 8 4.2 12.6-10.9-7.9-10.8 8 4.1-12.8-10.8-8h13.4zm124 0 4.2 12.7h13.4l-10.8 8 4.1 12.6-10.8-7.9-10.9 8 4.2-12.8-10.9-8H314zm-62 422.8 4.1 12.7h13.5l-10.9 8 4.2 12.7-10.9-8-10.8 8 4.1-12.8-10.9-7.9H252zm-62 0 4 12.7h13.5l-10.9 8 4.2 12.7-10.9-8-10.8 8 4.1-12.8-10.8-7.9h13.4zm124 0 4.2 12.7h13.4l-10.8 8 4.1 12.7-10.8-8-10.9 8 4.2-12.8-10.9-7.9H314zm-240-199a22.3 22.3 0 0 1-37.6 23.9c-12-18.8-5-49.5-5-49.5S66 233 78 251.9z""/><circle cx=""65.1"" cy=""273.2"" r=""11.1"" fill=""#a2001d""/></g></svg>"
GE,GEO,Georgia,"<svg xmlns=""http://www.w3.org/2000/svg"" width=""512"" height=""512"" viewBox=""0 0 512 512""><mask id=""a""><circle cx=""256"" cy=""256"" r=""256"" fill=""#fff""/></mask><g mask=""url(#a)""><path fill=""#eee"" d=""M0 0h222.6l31 23.4L289.4 0H512v222.6l-21.5 31 21.5 35.8V512H289.4l-34.2-20.5-32.6 20.5H0V289.4l22.7-32.6L0 222.6z""/><path fill=""#d80027"" d=""M222.6 0v222.6H0v66.8h222.6V512h66.8V289.4H512v-66.8H289.4V0z""/><path fill=""#d80027"" d=""M155.8 122.4V89h-33.4v33.4H89v33.4h33.4v33.4h33.4v-33.4h33.4v-33.4zm233.8 0V89h-33.4v33.4h-33.4v33.4h33.4v33.4h33.4v-33.4H423v-33.4zM155.8 356.2v-33.4h-33.4v33.4H89v33.4h33.4V423h33.4v-33.4h33.4v-33.4zm233.8 0v-33.4h-33.4v33.4h-33.4v33.4h33.4V423h33.4v-33.4H423v-33.4z""/></g></svg>"
GF,GUF,French Guiana,"<svg xmlns=""http://www.w3.org/2000/svg"" width=""512"" height=""512"" viewBox=""0 0 512 512""><mask id=""a""><circle cx=""256"" cy=""256"" r=""256"" fill=""#fff""/></mask><g mask=""url(#a)""><path fill=""#6da544"" d=""m0 0 216.9 301.6L512 512V0z""/><path fill=""#ffda44"" d=""m0 0 512 512H0z""/><path fill=""#d80027"" d=""m256 121 90 270-234-168h288L166 391z""/></g></svg>"
GG,GGY,Guernsey,"<svg xmlns=""http://www.w3.org/2000/svg"" width=""512"" height=""512"" viewBox=""0 0 512 512""><mask id=""a""><circle cx=""256"" cy=""256"" r=""256"" fill=""#fff""/></mask><g mask=""url(#a)""><path fill=""#eee"" d=""M0 0h222.6l31 23.4L289.4 0H512v222.6l-21.5 31 21.5 35.8V512H289.4l-34.2-20.5-32.6 20.5H0V289.4l22.7-32.6L0 222.6z""/><path fill=""#d80027"" d=""M222.6 0v222.6H0v66.8h222.6V512h66.8V289.4H512v-66.8H289.4V0z""/><path fill=""#ffda44"" d=""m328.3 267 16.7 11.3v-44.7L328.3 245h-61.2v-61.2l11.2-16.8h-44.6l11.2 16.8v61.1h-61.2L167 233.6v44.7l16.7-11.3h61.2v61.3l-11.2 16.6h44.6L267 328.3V267z""/></g></svg>"
GH,GHA,Ghana,"<svg xmlns=""http://www.w3.org/2000/svg"" width=""512"" height=""512"" viewBox=""0 0 512 512""><mask id=""a""><circle cx=""256"" cy=""256"" r=""256"" fill=""#fff""/></mask><g mask=""url(#a)""><path fill=""#ffda44"" d=""m0 167 256-32 256 32v178l-256 32L0 345Z""/><path fill=""#d80027"" d=""M0 0h512v167H0Z""/><path fill=""#496e2d"" d=""M0 345h512v167H0Z""/><path fill=""#333"" d=""m198 345 151-109H163l151 109-58-178Z""/></g></svg>"
GI,GIB,Gibraltar,"<svg xmlns=""http://www.w3.org/2000/svg"" width=""512"" height=""512"" viewBox=""0 0 512 512""><mask id=""a""><circle cx=""256"" cy=""256"" r=""256"" fill=""#fff""/></mask><g mask=""url(#a)""><path fill=""#d80027"" d=""m0 345 256.3-31.3L512 345v167H0z""/><path fill=""#eee"" d=""M0 0h512v345H0z""/><path fill=""#d80027"" d=""M356.2 211.5V178h11.1v-22.3H345V167h-22.2v-11.2h-22.3v22.3h11.2v33.4h-22.3v-78h11.1v-22.2h-22.2v11.1H267v-11h-22v11h-11.2v-11h-22.2v22.2h11.1v77.9h-22.3V178h11.2v-22.3h-22.3V167H167v-11.2h-22.3v22.3h11.1v33.4h-22.2v89h244.8v-89z""/><path fill=""#ffda44"" d=""M256 289.4a33.4 33.4 0 0 0-11.1 64.9v46.4h-33.4v44.5H267v-91a33.4 33.4 0 0 0-11.1-64.8zm0 44.5a11.1 11.1 0 1 1 0-22.2 11.1 11.1 0 0 1 0 22.2z""/></g></svg>"
GL,GRL,Greenland,"<svg xmlns=""http://www.w3.org/2000/svg"" width=""512"" height=""512"" viewBox=""0 0 512 512""><mask id=""a""><circle cx=""256"" cy=""256"" r=""256"" fill=""#fff""/></mask><g mask=""url(#a)""><path fill=""#d80027"" d=""m0 256 259-45.3L512 256v256H0z""/><path fill=""#eee"" d=""M0 0h512v256H0z""/><path fill=""#eee"" d=""M55.7 256a122.4 122.4 0 1 0 244.8 0l-123-24z""/><path fill=""#d80027"" d=""M55.7 256a122.4 122.4 0 1 1 244.8 0z""/></g></svg>"
GM,GMB,"Gambia, The","<svg xmlns=""http://www.w3.org/2000/svg"" width=""512"" height=""512"" viewBox=""0 0 512 512""><mask id=""a""><circle cx=""256"" cy=""256"" r=""256"" fill=""#fff""/></mask><g mask=""url(#a)""><path fill=""#eee"" d=""m0 155.8 255-30.6 257 30.6v33.4l-27.7 67.2 27.7 66.4v33.4l-256 32.4L0 356.2v-33.4l28.8-68.5L0 189.2z""/><path fill=""#a2001d"" d=""M0 0h512v155.8H0z""/><path fill=""#0052b4"" d=""M0 189.2h512v133.6H0z""/><path fill=""#496e2d"" d=""M0 356.2h512V512H0z""/></g></svg>"
GN,GIN,Guinea,"<svg xmlns=""http://www.w3.org/2000/svg"" width=""512"" height=""512"" viewBox=""0 0 512 512""><mask id=""a""><circle cx=""256"" cy=""256"" r=""256"" fill=""#fff""/></mask><g mask=""url(#a)""><path fill=""#ffda44"" d=""M167 0h178l25.9 252.3L345 512H167l-29.8-253.4z""/><path fill=""#d80027"" d=""M0 0h167v512H0z""/><path fill=""#6da544"" d=""M345 0h167v512H345z""/></g></svg>"
GP,GLP,Guadeloupe,"<svg xmlns=""http://www.w3.org/2000/svg"" width=""512"" height=""512"" viewBox=""0 0 512 512""><mask id=""a""><circle cx=""256"" cy=""256"" r=""256"" fill=""#fff""/></mask><g mask=""url(#a)""><path fill=""#333"" d=""M0 176h512v336H0z""/><path fill=""#0052b4"" d=""M0 0h512v176H0z""/><path fill=""#6da544"" d=""M94 228a8 8 0 0 0-2 0 8 8 0 0 0-5 4 8 8 0 0 0-1 6l7 25-39-23a8 8 0 0 0-11 3 8 8 0 0 0 3 11l39 23-25 6a8 8 0 0 0-5 4 8 8 0 0 0-1 6 8 8 0 0 0 10 6l41-11 8 5-26 6a8 8 0 0 0-4 4 8 8 0 0 0-1 6 8 8 0 0 0 10 6l40-11 8 5-25 6a8 8 0 0 0-4 4 8 8 0 0 0-1 6 8 8 0 0 0 10 6l40-11 25 14a8 8 0 0 0 11-3 8 8 0 0 0-3-10l-25-15-11-40a8 8 0 0 0-10-6 8 8 0 0 0-5 4 8 8 0 0 0 0 6l6 25-8-5-11-40a8 8 0 0 0-9-6 8 8 0 0 0-5 4 8 8 0 0 0-1 6l7 25-8-5-11-40a8 8 0 0 0-8-6zm180 96 122 107c17-13 32-30 44-48l-166-59z""/><path fill=""#ffda44"" d=""m256 480-21-29-31 19-8-35-36 5 6-35-36-9 19-31-29-21 29-21-19-31 36-8-6-36 36 6 8-36 31 19 21-29 21 29 31-19 8 36 36-6-6 36 36 8-19 31 29 21-29 21 19 31-36 8 6 36-36-5-8 35-31-19zm0-440-10 11c-7 11-9 22-5 31l7 17c-4-6-9-10-15-12-4-1-11 0-16 5-7 6-10 24 11 27-2-3-2-9 3-11 3-2 7-1 8 0 2 1 4 4 5 7h-5v10h6c-2 6-6 9-15 16 8 1 17-5 19-7l2-5-1 20c1 5 2 7 6 11 4-4 5-6 6-11l-1-20 2 4c2 3 11 9 19 9-9-8-13-11-14-17h5v-10h-5c1-3 3-6 5-7 1-1 5-2 9 0s4 8 2 11c21-3 18-21 11-27-5-5-11-6-16-5-6 2-11 6-15 12l7-17c4-9 2-20-5-31l-10-11zm96 0-10 11c-7 11-9 22-5 31l7 17c-4-6-9-10-15-12-5-1-11 0-17 5-6 6-9 24 12 27-2-3-2-9 3-11 3-2 7-1 8 0 2 1 4 4 5 7h-5v10h5c-1 6-5 9-14 16 8 1 17-5 19-7l2-5-1 20c1 5 2 7 6 11 4-4 5-6 6-11l-1-20 2 4c2 3 11 9 19 9-9-8-13-11-15-17h6v-10h-5c1-3 3-6 5-7 1-1 5-2 8 0 5 2 5 8 3 11 21-3 18-21 11-27-5-5-11-6-16-5-6 2-11 6-15 12l7-17c4-9 2-20-5-31l-10-11zm-192 0-10 11c-7 11-9 22-5 31l7 17c-4-6-9-10-15-12-4-1-11 0-16 5-7 6-10 24 11 27-2-3-2-9 3-11 3-2 7-1 8 0 2 1 4 4 5 7h-5v10h6c-2 6-6 9-15 16 8 1 17-5 19-7l2-5-1 20c1 5 2 7 6 11 4-4 5-6 6-11l-1-20 2 4c2 3 11 9 19 9-9-8-13-11-14-17h5v-10h-5c1-3 3-6 5-7 1-1 5-2 9 0s4 8 2 11c21-3 19-21 12-27-6-5-12-6-17-5-6 2-11 6-15 12l7-17c4-9 2-20-5-31l-10-11z""/></g></svg>"
GQ,GNQ,Equatorial Guinea,"<svg xmlns=""http://www.w3.org/2000/svg"" width=""512"" height=""512"" viewBox=""0 0 512 512""><mask id=""a""><circle cx=""256"" cy=""256"" r=""256"" fill=""#fff""/></mask><g mask=""url(#a)""><path fill=""#eee"" d=""M41.3 121.9 512 167v178L43.8 391.3z""/><path fill=""#6da544"" d=""M0 0h512v167H111z""/><path fill=""#d80027"" d=""M111 345h401v167H0z""/><path fill=""#0052b4"" d=""M0 0v512l256-256z""/><path fill=""#ff9811"" d=""M334 257.1h22.2v32.3h-22.3z""/><path fill=""#6da544"" d=""M367.3 245a22.3 22.3 0 1 0-44.5 0 11.1 11.1 0 1 0 0 22.1h44.5a11.1 11.1 0 1 0 0-22.2z""/></g></svg>"
GR,GRC,Greece,"<svg xmlns=""http://www.w3.org/2000/svg"" width=""512"" height=""512"" viewBox=""0 0 512 512""><mask id=""a""><circle cx=""256"" cy=""256"" r=""256"" fill=""#fff""/></mask><g mask=""url(#a)""><path fill=""#0052b4"" d=""M0 0h99l29 32 28-32h356v57l-32 28 32 29v57l-32 28 32 29v57l-32 28 32 28v57l-32 29 32 28v57H0v-57l32-28-32-29v-56l32-29-32-28V171l32-29-32-28Z""/><path fill=""#eee"" d=""M99 0v114H0v57h99v114H0v57h512v-57H156V171h100v-57H156V0Zm157 57v57h256V57Zm0 114v57h256v-57ZM0 398v57h512v-57z""/></g></svg>"
GS,SGS,South Georgia and South Sandwich Islands,"<svg xmlns=""http://www.w3.org/2000/svg"" width=""512"" height=""512"" viewBox=""0 0 512 512""><mask id=""a""><circle cx=""256"" cy=""256"" r=""256"" fill=""#fff""/></mask><g mask=""url(#a)""><path fill=""#0052b4"" d=""M256 0h256v512H0V256Z""/><path fill=""#eee"" d=""M0 0v32l32 32L0 96v160h32l32-32 32 32h32v-83l83 83h45l-8-16 8-15v-14l-83-83h83V96l-32-32 32-32V0H96L64 32 32 0Z""/><path fill=""#d80027"" d=""M32 0v32H0v64h32v160h64V96h160V32H96V0Zm96 128 128 128v-31l-97-97z""/><rect width=""64"" height=""32"" x=""336"" y=""256"" fill=""#6da544"" rx=""16"" ry=""16""/><circle cx=""368"" cy=""96"" r=""32"" fill=""#ff9811""/><circle cx=""368"" cy=""144"" r=""48"" fill=""#acabb1""/><path fill=""#338af3"" d=""M320 144v77c0 36 48 48 48 48s48-12 48-48v-77z""/><rect width=""32"" height=""128"" x=""288"" y=""128"" fill=""#333"" rx=""16"" ry=""16""/><rect width=""32"" height=""128"" x=""416"" y=""128"" fill=""#333"" rx=""16"" ry=""16""/><path fill=""#6da544"" d=""m320 144 48 112 48-112z""/><path fill=""#ffda44"" d=""M288 288v32h32v8h96v-8h32v-32h-32v8h-96v-8z""/></g></svg>"
GT,GTM,Guatemala,"<svg xmlns=""http://www.w3.org/2000/svg"" width=""512"" height=""512"" viewBox=""0 0 512 512""><mask id=""a""><circle cx=""256"" cy=""256"" r=""256"" fill=""#fff""/></mask><g mask=""url(#a)""><path fill=""#338af3"" d=""M0 0h144.7l108.4 41.2L367.3 0H512v512H367.3l-110.2-41.4L144.7 512H0z""/><path fill=""#eee"" d=""M144.7 0h222.6v512H144.7z""/><path fill=""#acabb1"" d=""M322.9 299.3 279.6 256l41.2-41.2L319 193l-11.7-11.8-51.2 51.2-51.2-51.2-11.7 11.8-2 21.8 41.3 41.2-43.3 43.3 23.6 23.6 43.3-43.3 43.3 43.3z""/><path fill=""#6da544"" d=""m319 193-23.6 23.6a55.5 55.5 0 0 1-39.4 95 55.7 55.7 0 0 1-39.4-95L193 193a89 89 0 1 0 126 0z""/></g></svg>"
